,Slot,Type,Grade,Prime,DisplayStat,Stat,StatT,MinLvl,MaxLvl,Stat value,Duration,Chance
6258,Badge,Bonus,Rare,Non prime,STR Increase,STR Increase,Flat,51,70,4,0.0,0.0
6259,Badge,Bonus,Rare,Non prime,STR Increase,STR Increase,Flat,71,90,5,0.0,0.0
6260,Badge,Bonus,Rare,Non prime,STR Increase,STR Increase,Flat,91,300,6,0.0,0.0
6261,Mechanical Heart,Bonus,Rare,Non prime,DEX Increase,DEX Increase,Flat,0,20,1,0.0,0.0
6262,Mechanical Heart,Bonus,Rare,Non prime,DEX Increase,DEX Increase,Flat,21,40,2,0.0,0.0
6263,Mechanical Heart,Bonus,Rare,Non prime,DEX Increase,DEX Increase,Flat,41,50,3,0.0,0.0
6264,Mechanical Heart,Bonus,Rare,Non prime,DEX Increase,DEX Increase,Flat,51,70,4,0.0,0.0
6265,Mechanical Heart,Bonus,Rare,Non prime,DEX Increase,DEX Increase,Flat,71,90,5,0.0,0.0
6266,Mechanical Heart,Bonus,Rare,Non prime,DEX Increase,DEX Increase,Flat,91,300,6,0.0,0.0
6267,Badge,Bonus,Rare,Non prime,DEX Increase,DEX Increase,Flat,0,20,1,0.0,0.0
6268,Badge,Bonus,Rare,Non prime,DEX Increase,DEX Increase,Flat,21,40,2,0.0,0.0
6269,Badge,Bonus,Rare,Non prime,DEX Increase,DEX Increase,Flat,41,50,3,0.0,0.0
6270,Badge,Bonus,Rare,Non prime,DEX Increase,DEX Increase,Flat,51,70,4,0.0,0.0
6271,Badge,Bonus,Rare,Non prime,DEX Increase,DEX Increase,Flat,71,90,5,0.0,0.0
6272,Badge,Bonus,Rare,Non prime,DEX Increase,DEX Increase,Flat,91,300,6,0.0,0.0
6273,Mechanical Heart,Bonus,Rare,Non prime,INT Increase,INT Increase,Flat,0,20,1,0.0,0.0
6274,Mechanical Heart,Bonus,Rare,Non prime,INT Increase,INT Increase,Flat,21,40,2,0.0,0.0
6275,Mechanical Heart,Bonus,Rare,Non prime,INT Increase,INT Increase,Flat,41,50,3,0.0,0.0
6276,Mechanical Heart,Bonus,Rare,Non prime,INT Increase,INT Increase,Flat,51,70,4,0.0,0.0
6277,Mechanical Heart,Bonus,Rare,Non prime,INT Increase,INT Increase,Flat,71,90,5,0.0,0.0
6278,Mechanical Heart,Bonus,Rare,Non prime,INT Increase,INT Increase,Flat,91,300,6,0.0,0.0
6279,Badge,Bonus,Rare,Non prime,INT Increase,INT Increase,Flat,0,20,1,0.0,0.0
6280,Badge,Bonus,Rare,Non prime,INT Increase,INT Increase,Flat,21,40,2,0.0,0.0
6281,Badge,Bonus,Rare,Non prime,INT Increase,INT Increase,Flat,41,50,3,0.0,0.0
6282,Badge,Bonus,Rare,Non prime,INT Increase,INT Increase,Flat,51,70,4,0.0,0.0
6283,Badge,Bonus,Rare,Non prime,INT Increase,INT Increase,Flat,71,90,5,0.0,0.0
6284,Badge,Bonus,Rare,Non prime,INT Increase,INT Increase,Flat,91,300,6,0.0,0.0
6285,Mechanical Heart,Bonus,Rare,Non prime,LUK Increase,LUK Increase,Flat,0,20,1,0.0,0.0
6286,Mechanical Heart,Bonus,Rare,Non prime,LUK Increase,LUK Increase,Flat,21,40,2,0.0,0.0
6287,Mechanical Heart,Bonus,Rare,Non prime,LUK Increase,LUK Increase,Flat,41,50,3,0.0,0.0
6288,Mechanical Heart,Bonus,Rare,Non prime,LUK Increase,LUK Increase,Flat,51,70,4,0.0,0.0
6289,Mechanical Heart,Bonus,Rare,Non prime,LUK Increase,LUK Increase,Flat,71,90,5,0.0,0.0
6290,Mechanical Heart,Bonus,Rare,Non prime,LUK Increase,LUK Increase,Flat,91,300,6,0.0,0.0
6291,Badge,Bonus,Rare,Non prime,LUK Increase,LUK Increase,Flat,0,20,1,0.0,0.0
6292,Badge,Bonus,Rare,Non prime,LUK Increase,LUK Increase,Flat,21,40,2,0.0,0.0
6293,Badge,Bonus,Rare,Non prime,LUK Increase,LUK Increase,Flat,41,50,3,0.0,0.0
6294,Badge,Bonus,Rare,Non prime,LUK Increase,LUK Increase,Flat,51,70,4,0.0,0.0
6295,Badge,Bonus,Rare,Non prime,LUK Increase,LUK Increase,Flat,71,90,5,0.0,0.0
6296,Badge,Bonus,Rare,Non prime,LUK Increase,LUK Increase,Flat,91,300,6,0.0,0.0
6297,Mechanical Heart,Bonus,Rare,Non prime,Weapon ATT Increase,Weapon ATT Increase,Flat,0,50,1,0.0,0.0
6298,Mechanical Heart,Bonus,Rare,Non prime,Weapon ATT Increase,Weapon ATT Increase,Flat,51,100,2,0.0,0.0
6299,Mechanical Heart,Bonus,Rare,Non prime,Weapon ATT Increase,Weapon ATT Increase,Flat,101,300,3,0.0,0.0
6300,Badge,Bonus,Rare,Non prime,Weapon ATT Increase,Weapon ATT Increase,Flat,0,50,1,0.0,0.0
6301,Badge,Bonus,Rare,Non prime,Weapon ATT Increase,Weapon ATT Increase,Flat,51,100,2,0.0,0.0
6302,Badge,Bonus,Rare,Non prime,Weapon ATT Increase,Weapon ATT Increase,Flat,101,300,3,0.0,0.0
6303,Mechanical Heart,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,0,50,1,0.0,0.0
6304,Mechanical Heart,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,51,100,2,0.0,0.0
6305,Mechanical Heart,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,101,300,3,0.0,0.0
6306,Badge,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,0,50,1,0.0,0.0
6307,Badge,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,51,100,2,0.0,0.0
6308,Badge,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,101,300,3,0.0,0.0
6309,Mechanical Heart,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,0,30,1,0.0,0.0
6310,Mechanical Heart,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,31,70,2,0.0,0.0
6311,Mechanical Heart,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,71,110,3,0.0,0.0
6312,Mechanical Heart,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,111,300,4,0.0,0.0
6313,Badge,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,0,30,1,0.0,0.0
6314,Badge,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,31,70,2,0.0,0.0
6315,Badge,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,71,110,3,0.0,0.0
6316,Badge,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,111,300,4,0.0,0.0
6317,Mechanical Heart,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,0,30,1,0.0,0.0
6318,Mechanical Heart,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,31,70,2,0.0,0.0
6319,Mechanical Heart,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,71,110,3,0.0,0.0
6320,Mechanical Heart,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,111,300,4,0.0,0.0
6321,Badge,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,0,30,1,0.0,0.0
6322,Badge,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,31,70,2,0.0,0.0
6323,Badge,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,71,110,3,0.0,0.0
6324,Badge,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,111,300,4,0.0,0.0
6325,Mechanical Heart,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,10,5,0.0,0.0
6326,Mechanical Heart,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,11,20,10,0.0,0.0
6327,Mechanical Heart,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,21,30,15,0.0,0.0
6328,Mechanical Heart,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,31,40,20,0.0,0.0
6329,Mechanical Heart,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,41,50,25,0.0,0.0
6330,Mechanical Heart,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,51,60,30,0.0,0.0
6331,Mechanical Heart,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,61,70,35,0.0,0.0
6332,Mechanical Heart,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,71,80,40,0.0,0.0
6333,Mechanical Heart,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,81,90,45,0.0,0.0
6334,Mechanical Heart,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,91,100,50,0.0,0.0
6335,Mechanical Heart,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,101,110,55,0.0,0.0
6336,Mechanical Heart,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,111,300,60,0.0,0.0
6337,Badge,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,10,5,0.0,0.0
6338,Badge,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,11,20,10,0.0,0.0
6339,Badge,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,21,30,15,0.0,0.0
6340,Badge,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,31,40,20,0.0,0.0
6341,Badge,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,41,50,25,0.0,0.0
6342,Badge,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,51,60,30,0.0,0.0
6343,Badge,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,61,70,35,0.0,0.0
6344,Badge,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,71,80,40,0.0,0.0
6345,Badge,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,81,90,45,0.0,0.0
6346,Badge,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,91,100,50,0.0,0.0
6347,Badge,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,101,110,55,0.0,0.0
6348,Badge,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,111,300,60,0.0,0.0
6349,Mechanical Heart,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,10,5,0.0,0.0
6350,Mechanical Heart,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,11,20,10,0.0,0.0
6351,Mechanical Heart,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,21,30,15,0.0,0.0
6352,Mechanical Heart,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,31,40,20,0.0,0.0
6353,Mechanical Heart,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,41,50,25,0.0,0.0
6354,Mechanical Heart,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,51,60,30,0.0,0.0
6355,Mechanical Heart,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,61,70,35,0.0,0.0
6356,Mechanical Heart,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,71,80,40,0.0,0.0
6357,Mechanical Heart,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,81,90,45,0.0,0.0
6358,Mechanical Heart,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,91,100,50,0.0,0.0
6359,Mechanical Heart,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,101,110,55,0.0,0.0
6360,Mechanical Heart,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,111,300,60,0.0,0.0
6361,Badge,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,10,5,0.0,0.0
6362,Badge,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,11,20,10,0.0,0.0
6363,Badge,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,21,30,15,0.0,0.0
6364,Badge,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,31,40,20,0.0,0.0
6365,Badge,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,41,50,25,0.0,0.0
6366,Badge,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,51,60,30,0.0,0.0
6367,Badge,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,61,70,35,0.0,0.0
6368,Badge,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,71,80,40,0.0,0.0
6369,Badge,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,81,90,45,0.0,0.0
6370,Badge,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,91,100,50,0.0,0.0
6371,Badge,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,101,110,55,0.0,0.0
6372,Badge,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,111,300,60,0.0,0.0
6373,Mechanical Heart,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,10,5,0.0,0.0
6374,Mechanical Heart,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,11,20,10,0.0,0.0
6375,Mechanical Heart,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,21,30,15,0.0,0.0
6376,Mechanical Heart,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,31,40,20,0.0,0.0
6377,Mechanical Heart,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,41,50,25,0.0,0.0
6378,Mechanical Heart,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,51,60,30,0.0,0.0
6379,Mechanical Heart,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,61,70,35,0.0,0.0
6380,Mechanical Heart,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,71,80,40,0.0,0.0
6381,Mechanical Heart,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,81,90,45,0.0,0.0
6382,Mechanical Heart,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,91,100,50,0.0,0.0
6383,Mechanical Heart,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,101,110,55,0.0,0.0
6384,Mechanical Heart,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,111,300,60,0.0,0.0
6385,Badge,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,10,5,0.0,0.0
6386,Badge,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,11,20,10,0.0,0.0
6387,Badge,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,21,30,15,0.0,0.0
6388,Badge,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,31,40,20,0.0,0.0
6389,Badge,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,41,50,25,0.0,0.0
6390,Badge,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,51,60,30,0.0,0.0
6391,Badge,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,61,70,35,0.0,0.0
6392,Badge,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,71,80,40,0.0,0.0
6393,Badge,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,81,90,45,0.0,0.0
6394,Badge,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,91,100,50,0.0,0.0
6395,Badge,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,101,110,55,0.0,0.0
6396,Badge,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,111,300,60,0.0,0.0
6397,Mechanical Heart,Bonus,Rare,Prime,STR Increase,STR Increase,Flat,0,20,2,0.0,0.0
6398,Mechanical Heart,Bonus,Rare,Prime,STR Increase,STR Increase,Flat,21,50,4,0.0,0.0
6399,Mechanical Heart,Bonus,Rare,Prime,STR Increase,STR Increase,Flat,51,70,6,0.0,0.0
6400,Mechanical Heart,Bonus,Rare,Prime,STR Increase,STR Increase,Flat,71,90,8,0.0,0.0
6401,Mechanical Heart,Bonus,Rare,Prime,STR Increase,STR Increase,Flat,91,300,10,0.0,0.0
6402,Badge,Bonus,Rare,Prime,STR Increase,STR Increase,Flat,0,20,2,0.0,0.0
6403,Badge,Bonus,Rare,Prime,STR Increase,STR Increase,Flat,21,50,4,0.0,0.0
6404,Badge,Bonus,Rare,Prime,STR Increase,STR Increase,Flat,51,70,6,0.0,0.0
6405,Badge,Bonus,Rare,Prime,STR Increase,STR Increase,Flat,71,90,8,0.0,0.0
6406,Badge,Bonus,Rare,Prime,STR Increase,STR Increase,Flat,91,300,10,0.0,0.0
6407,Mechanical Heart,Bonus,Rare,Prime,DEX Increase,DEX Increase,Flat,0,20,2,0.0,0.0
6408,Mechanical Heart,Bonus,Rare,Prime,DEX Increase,DEX Increase,Flat,21,50,4,0.0,0.0
6409,Mechanical Heart,Bonus,Rare,Prime,DEX Increase,DEX Increase,Flat,51,70,6,0.0,0.0
6410,Mechanical Heart,Bonus,Rare,Prime,DEX Increase,DEX Increase,Flat,71,90,8,0.0,0.0
6411,Mechanical Heart,Bonus,Rare,Prime,DEX Increase,DEX Increase,Flat,91,300,10,0.0,0.0
6412,Badge,Bonus,Rare,Prime,DEX Increase,DEX Increase,Flat,0,20,2,0.0,0.0
6413,Badge,Bonus,Rare,Prime,DEX Increase,DEX Increase,Flat,21,50,4,0.0,0.0
6414,Badge,Bonus,Rare,Prime,DEX Increase,DEX Increase,Flat,51,70,6,0.0,0.0
6415,Badge,Bonus,Rare,Prime,DEX Increase,DEX Increase,Flat,71,90,8,0.0,0.0
6416,Badge,Bonus,Rare,Prime,DEX Increase,DEX Increase,Flat,91,300,10,0.0,0.0
6417,Mechanical Heart,Bonus,Rare,Prime,INT Increase,INT Increase,Flat,0,20,2,0.0,0.0
6418,Mechanical Heart,Bonus,Rare,Prime,INT Increase,INT Increase,Flat,21,50,4,0.0,0.0
6419,Mechanical Heart,Bonus,Rare,Prime,INT Increase,INT Increase,Flat,51,70,6,0.0,0.0
6420,Mechanical Heart,Bonus,Rare,Prime,INT Increase,INT Increase,Flat,71,90,8,0.0,0.0
6421,Mechanical Heart,Bonus,Rare,Prime,INT Increase,INT Increase,Flat,91,300,10,0.0,0.0
6422,Badge,Bonus,Rare,Prime,INT Increase,INT Increase,Flat,0,20,2,0.0,0.0
6423,Badge,Bonus,Rare,Prime,INT Increase,INT Increase,Flat,21,50,4,0.0,0.0
6424,Badge,Bonus,Rare,Prime,INT Increase,INT Increase,Flat,51,70,6,0.0,0.0
6425,Badge,Bonus,Rare,Prime,INT Increase,INT Increase,Flat,71,90,8,0.0,0.0
6426,Badge,Bonus,Rare,Prime,INT Increase,INT Increase,Flat,91,300,10,0.0,0.0
6427,Mechanical Heart,Bonus,Rare,Prime,LUK Increase,LUK Increase,Flat,0,20,2,0.0,0.0
6428,Mechanical Heart,Bonus,Rare,Prime,LUK Increase,LUK Increase,Flat,21,50,4,0.0,0.0
6429,Mechanical Heart,Bonus,Rare,Prime,LUK Increase,LUK Increase,Flat,51,70,6,0.0,0.0
6430,Mechanical Heart,Bonus,Rare,Prime,LUK Increase,LUK Increase,Flat,71,90,8,0.0,0.0
6431,Mechanical Heart,Bonus,Rare,Prime,LUK Increase,LUK Increase,Flat,91,300,10,0.0,0.0
6432,Badge,Bonus,Rare,Prime,LUK Increase,LUK Increase,Flat,0,20,2,0.0,0.0
6433,Badge,Bonus,Rare,Prime,LUK Increase,LUK Increase,Flat,21,50,4,0.0,0.0
6434,Badge,Bonus,Rare,Prime,LUK Increase,LUK Increase,Flat,51,70,6,0.0,0.0
6435,Badge,Bonus,Rare,Prime,LUK Increase,LUK Increase,Flat,71,90,8,0.0,0.0
6436,Badge,Bonus,Rare,Prime,LUK Increase,LUK Increase,Flat,91,300,10,0.0,0.0
6437,Mechanical Heart,Bonus,Rare,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,0,20,1,0.0,0.0
6438,Mechanical Heart,Bonus,Rare,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,21,40,2,0.0,0.0
6439,Mechanical Heart,Bonus,Rare,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,41,60,4,0.0,0.0
6440,Mechanical Heart,Bonus,Rare,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,61,80,6,0.0,0.0
6441,Mechanical Heart,Bonus,Rare,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,81,90,8,0.0,0.0
6442,Mechanical Heart,Bonus,Rare,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,91,300,10,0.0,0.0
6443,Badge,Bonus,Rare,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,0,20,1,0.0,0.0
6444,Badge,Bonus,Rare,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,21,40,2,0.0,0.0
6445,Badge,Bonus,Rare,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,41,60,4,0.0,0.0
6446,Badge,Bonus,Rare,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,61,80,6,0.0,0.0
6447,Badge,Bonus,Rare,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,81,90,8,0.0,0.0
6448,Badge,Bonus,Rare,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,91,300,10,0.0,0.0
6449,Mechanical Heart,Bonus,Rare,Prime,Magic ATT Increase,Magic ATT Increase,Flat,0,20,1,0.0,0.0
6450,Mechanical Heart,Bonus,Rare,Prime,Magic ATT Increase,Magic ATT Increase,Flat,21,40,2,0.0,0.0
6451,Mechanical Heart,Bonus,Rare,Prime,Magic ATT Increase,Magic ATT Increase,Flat,41,60,4,0.0,0.0
6452,Mechanical Heart,Bonus,Rare,Prime,Magic ATT Increase,Magic ATT Increase,Flat,61,80,6,0.0,0.0
6453,Mechanical Heart,Bonus,Rare,Prime,Magic ATT Increase,Magic ATT Increase,Flat,81,90,8,0.0,0.0
6454,Mechanical Heart,Bonus,Rare,Prime,Magic ATT Increase,Magic ATT Increase,Flat,91,300,10,0.0,0.0
6455,Badge,Bonus,Rare,Prime,Magic ATT Increase,Magic ATT Increase,Flat,0,20,1,0.0,0.0
6456,Badge,Bonus,Rare,Prime,Magic ATT Increase,Magic ATT Increase,Flat,21,40,2,0.0,0.0
6457,Badge,Bonus,Rare,Prime,Magic ATT Increase,Magic ATT Increase,Flat,41,60,4,0.0,0.0
6458,Badge,Bonus,Rare,Prime,Magic ATT Increase,Magic ATT Increase,Flat,61,80,6,0.0,0.0
6459,Badge,Bonus,Rare,Prime,Magic ATT Increase,Magic ATT Increase,Flat,81,90,8,0.0,0.0
6460,Badge,Bonus,Rare,Prime,Magic ATT Increase,Magic ATT Increase,Flat,91,300,10,0.0,0.0
6461,Mechanical Heart,Bonus,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,20,10,0.0,0.0
6462,Mechanical Heart,Bonus,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,21,50,15,0.0,0.0
6463,Mechanical Heart,Bonus,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,51,90,50,0.0,0.0
6464,Mechanical Heart,Bonus,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,91,300,100,0.0,0.0
6465,Badge,Bonus,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,20,10,0.0,0.0
6466,Badge,Bonus,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,21,50,15,0.0,0.0
6467,Badge,Bonus,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,51,90,50,0.0,0.0
6468,Badge,Bonus,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,91,300,100,0.0,0.0
6469,Mechanical Heart,Bonus,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,20,10,0.0,0.0
6470,Mechanical Heart,Bonus,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,21,50,15,0.0,0.0
6471,Mechanical Heart,Bonus,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,51,90,50,0.0,0.0
6472,Mechanical Heart,Bonus,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,91,300,100,0.0,0.0
6473,Badge,Bonus,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,20,10,0.0,0.0
6474,Badge,Bonus,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,21,50,15,0.0,0.0
6475,Badge,Bonus,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,51,90,50,0.0,0.0
6476,Badge,Bonus,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,91,300,100,0.0,0.0
6477,Mechanical Heart,Bonus,Rare,Prime,DEF Increase,DEF Increase,Flat,0,20,10,0.0,0.0
6478,Mechanical Heart,Bonus,Rare,Prime,DEF Increase,DEF Increase,Flat,21,50,15,0.0,0.0
6479,Mechanical Heart,Bonus,Rare,Prime,DEF Increase,DEF Increase,Flat,51,90,50,0.0,0.0
6480,Mechanical Heart,Bonus,Rare,Prime,DEF Increase,DEF Increase,Flat,91,300,100,0.0,0.0
6481,Badge,Bonus,Rare,Prime,DEF Increase,DEF Increase,Flat,0,20,10,0.0,0.0
6482,Badge,Bonus,Rare,Prime,DEF Increase,DEF Increase,Flat,21,50,15,0.0,0.0
6483,Badge,Bonus,Rare,Prime,DEF Increase,DEF Increase,Flat,51,90,50,0.0,0.0
6484,Badge,Bonus,Rare,Prime,DEF Increase,DEF Increase,Flat,91,300,100,0.0,0.0
6485,Mechanical Heart,Bonus,Rare,Prime,Speed Increase,Speed Increase,Flat,0,20,2,0.0,0.0
6486,Mechanical Heart,Bonus,Rare,Prime,Speed Increase,Speed Increase,Flat,21,50,3,0.0,0.0
6487,Mechanical Heart,Bonus,Rare,Prime,Speed Increase,Speed Increase,Flat,51,80,4,0.0,0.0
6488,Mechanical Heart,Bonus,Rare,Prime,Speed Increase,Speed Increase,Flat,81,110,5,0.0,0.0
6489,Mechanical Heart,Bonus,Rare,Prime,Speed Increase,Speed Increase,Flat,111,300,6,0.0,0.0
6490,Badge,Bonus,Rare,Prime,Speed Increase,Speed Increase,Flat,0,20,2,0.0,0.0
6491,Badge,Bonus,Rare,Prime,Speed Increase,Speed Increase,Flat,21,50,3,0.0,0.0
6492,Badge,Bonus,Rare,Prime,Speed Increase,Speed Increase,Flat,51,80,4,0.0,0.0
6493,Badge,Bonus,Rare,Prime,Speed Increase,Speed Increase,Flat,81,110,5,0.0,0.0
6494,Badge,Bonus,Rare,Prime,Speed Increase,Speed Increase,Flat,111,300,6,0.0,0.0
6495,Mechanical Heart,Bonus,Rare,Prime,Jump Increase,Jump Increase,Flat,0,20,2,0.0,0.0
6496,Mechanical Heart,Bonus,Rare,Prime,Jump Increase,Jump Increase,Flat,21,50,3,0.0,0.0
6497,Mechanical Heart,Bonus,Rare,Prime,Jump Increase,Jump Increase,Flat,51,80,4,0.0,0.0
6498,Mechanical Heart,Bonus,Rare,Prime,Jump Increase,Jump Increase,Flat,81,110,5,0.0,0.0
6499,Mechanical Heart,Bonus,Rare,Prime,Jump Increase,Jump Increase,Flat,111,300,6,0.0,0.0
6500,Badge,Bonus,Rare,Prime,Jump Increase,Jump Increase,Flat,0,20,2,0.0,0.0
6501,Badge,Bonus,Rare,Prime,Jump Increase,Jump Increase,Flat,21,50,3,0.0,0.0
6502,Badge,Bonus,Rare,Prime,Jump Increase,Jump Increase,Flat,51,80,4,0.0,0.0
