,Slot,Grade,Prime,DisplayStat,StatT,MinLvl,MaxLvl,Stat value,Chance
6165,Pendant,Legendary,Prime,Skill MP Cost Reduction,Perc,0,20,-3,0
6166,Pendant,Legendary,Prime,Skill MP Cost Reduction,Perc,21,50,-5,0
6167,Pendant,Legendary,Prime,Skill MP Cost Reduction,Perc,51,90,-7,0
6168,Pendant,Legendary,Prime,Skill MP Cost Reduction,Perc,91,300,-10,0
6169,Face Accessory,Legendary,Prime,STR +2 per 10 Character Levels,Flat,30,300,0,0
6170,Eye Accessory,Legendary,Prime,STR +2 per 10 Character Levels,Flat,30,300,0,0
6171,Ring,Legendary,Prime,STR +2 per 10 Character Levels,Flat,30,300,0,0
6172,Earring,Legendary,Prime,STR +2 per 10 Character Levels,Flat,30,300,0,0
6173,Pendant,Legendary,Prime,STR +2 per 10 Character Levels,Flat,30,300,0,0
6174,Face Accessory,Legendary,Prime,DEX +2 per 10 Character Levels,Flat,30,300,0,0
6175,Eye Accessory,Legendary,Prime,DEX +2 per 10 Character Levels,Flat,30,300,0,0
6176,Ring,Legendary,Prime,DEX +2 per 10 Character Levels,Flat,30,300,0,0
6177,Earring,Legendary,Prime,DEX +2 per 10 Character Levels,Flat,30,300,0,0
6178,Pendant,Legendary,Prime,DEX +2 per 10 Character Levels,Flat,30,300,0,0
6179,Face Accessory,Legendary,Prime,INT +2 per 10 Character Levels,Flat,30,300,0,0
6180,Eye Accessory,Legendary,Prime,INT +2 per 10 Character Levels,Flat,30,300,0,0
6181,Ring,Legendary,Prime,INT +2 per 10 Character Levels,Flat,30,300,0,0
6182,Earring,Legendary,Prime,INT +2 per 10 Character Levels,Flat,30,300,0,0
6183,Pendant,Legendary,Prime,INT +2 per 10 Character Levels,Flat,30,300,0,0
6184,Face Accessory,Legendary,Prime,LUK +2 per 10 Character Levels,Flat,30,300,0,0
6185,Eye Accessory,Legendary,Prime,LUK +2 per 10 Character Levels,Flat,30,300,0,0
6186,Ring,Legendary,Prime,LUK +2 per 10 Character Levels,Flat,30,300,0,0
6187,Earring,Legendary,Prime,LUK +2 per 10 Character Levels,Flat,30,300,0,0
6188,Pendant,Legendary,Prime,LUK +2 per 10 Character Levels,Flat,30,300,0,0
6189,Face Accessory,Legendary,Prime,Mesos Obtained% Increase,Perc,0,20,2,0
6190,Face Accessory,Legendary,Prime,Mesos Obtained% Increase,Perc,21,50,3,0
6191,Face Accessory,Legendary,Prime,Mesos Obtained% Increase,Perc,51,90,4,0
6192,Face Accessory,Legendary,Prime,Mesos Obtained% Increase,Perc,91,300,5,0
6193,Eye Accessory,Legendary,Prime,Mesos Obtained% Increase,Perc,0,20,2,0
6194,Eye Accessory,Legendary,Prime,Mesos Obtained% Increase,Perc,21,50,3,0
6195,Eye Accessory,Legendary,Prime,Mesos Obtained% Increase,Perc,51,90,4,0
6196,Eye Accessory,Legendary,Prime,Mesos Obtained% Increase,Perc,91,300,5,0
6197,Ring,Legendary,Prime,Mesos Obtained% Increase,Perc,0,20,2,0
6198,Ring,Legendary,Prime,Mesos Obtained% Increase,Perc,21,50,3,0
6199,Ring,Legendary,Prime,Mesos Obtained% Increase,Perc,51,90,4,0
6200,Ring,Legendary,Prime,Mesos Obtained% Increase,Perc,91,300,5,0
6201,Earring,Legendary,Prime,Mesos Obtained% Increase,Perc,0,20,2,0
6202,Earring,Legendary,Prime,Mesos Obtained% Increase,Perc,21,50,3,0
6203,Earring,Legendary,Prime,Mesos Obtained% Increase,Perc,51,90,4,0
6204,Earring,Legendary,Prime,Mesos Obtained% Increase,Perc,91,300,5,0
6205,Pendant,Legendary,Prime,Mesos Obtained% Increase,Perc,0,20,2,0
6206,Pendant,Legendary,Prime,Mesos Obtained% Increase,Perc,21,50,3,0
6207,Pendant,Legendary,Prime,Mesos Obtained% Increase,Perc,51,90,4,0
6208,Pendant,Legendary,Prime,Mesos Obtained% Increase,Perc,91,300,5,0
6209,Face Accessory,Legendary,Prime,Item Drop Rate% Increase,Perc,0,20,2,0
6210,Face Accessory,Legendary,Prime,Item Drop Rate% Increase,Perc,21,50,3,0
6211,Face Accessory,Legendary,Prime,Item Drop Rate% Increase,Perc,51,90,4,0
6212,Face Accessory,Legendary,Prime,Item Drop Rate% Increase,Perc,91,300,5,0
6213,Eye Accessory,Legendary,Prime,Item Drop Rate% Increase,Perc,0,20,2,0
6214,Eye Accessory,Legendary,Prime,Item Drop Rate% Increase,Perc,21,50,3,0
6215,Eye Accessory,Legendary,Prime,Item Drop Rate% Increase,Perc,51,90,4,0
6216,Eye Accessory,Legendary,Prime,Item Drop Rate% Increase,Perc,91,300,5,0
6217,Ring,Legendary,Prime,Item Drop Rate% Increase,Perc,0,20,2,0
6218,Ring,Legendary,Prime,Item Drop Rate% Increase,Perc,21,50,3,0
6219,Ring,Legendary,Prime,Item Drop Rate% Increase,Perc,51,90,4,0
6220,Ring,Legendary,Prime,Item Drop Rate% Increase,Perc,91,300,5,0
6221,Earring,Legendary,Prime,Item Drop Rate% Increase,Perc,0,20,2,0
6222,Earring,Legendary,Prime,Item Drop Rate% Increase,Perc,21,50,3,0
6223,Earring,Legendary,Prime,Item Drop Rate% Increase,Perc,51,90,4,0
6224,Earring,Legendary,Prime,Item Drop Rate% Increase,Perc,91,300,5,0
6225,Pendant,Legendary,Prime,Item Drop Rate% Increase,Perc,0,20,2,0
6226,Pendant,Legendary,Prime,Item Drop Rate% Increase,Perc,21,50,3,0
6227,Pendant,Legendary,Prime,Item Drop Rate% Increase,Perc,51,90,4,0
6228,Pendant,Legendary,Prime,Item Drop Rate% Increase,Perc,91,300,5,0
6229,Face Accessory,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,0,20,10,0
6230,Face Accessory,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,21,50,15,0
6231,Face Accessory,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,51,90,20,0
6232,Face Accessory,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,91,300,30,0
6233,Eye Accessory,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,0,20,10,0
6234,Eye Accessory,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,21,50,15,0
6235,Eye Accessory,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,51,90,20,0
6236,Eye Accessory,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,91,300,30,0
6237,Ring,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,0,20,10,0
6238,Ring,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,21,50,15,0
6239,Ring,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,51,90,20,0
6240,Ring,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,91,300,30,0
6241,Earring,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,0,20,10,0
6242,Earring,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,21,50,15,0
6243,Earring,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,51,90,20,0
6244,Earring,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,91,300,30,0
6245,Pendant,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,0,20,10,0
6246,Pendant,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,21,50,15,0
6247,Pendant,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,51,90,20,0
6248,Pendant,Legendary,Prime,Skills and Potion HP Recovery Increase,Perc,91,300,30,0
6249,Mechanical Heart,Rare,Non prime,STR Increase,Flat,0,20,1,0
6250,Mechanical Heart,Rare,Non prime,STR Increase,Flat,21,40,2,0
6251,Mechanical Heart,Rare,Non prime,STR Increase,Flat,41,50,3,0
6252,Mechanical Heart,Rare,Non prime,STR Increase,Flat,51,70,4,0
6253,Mechanical Heart,Rare,Non prime,STR Increase,Flat,71,90,5,0
6254,Mechanical Heart,Rare,Non prime,STR Increase,Flat,91,300,6,0
6255,Badge,Rare,Non prime,STR Increase,Flat,0,20,1,0
6256,Badge,Rare,Non prime,STR Increase,Flat,21,40,2,0
6257,Badge,Rare,Non prime,STR Increase,Flat,41,50,3,0
6258,Badge,Rare,Non prime,STR Increase,Flat,51,70,4,0
6259,Badge,Rare,Non prime,STR Increase,Flat,71,90,5,0
6260,Badge,Rare,Non prime,STR Increase,Flat,91,300,6,0
6261,Mechanical Heart,Rare,Non prime,DEX Increase,Flat,0,20,1,0
6262,Mechanical Heart,Rare,Non prime,DEX Increase,Flat,21,40,2,0
6263,Mechanical Heart,Rare,Non prime,DEX Increase,Flat,41,50,3,0
6264,Mechanical Heart,Rare,Non prime,DEX Increase,Flat,51,70,4,0
6265,Mechanical Heart,Rare,Non prime,DEX Increase,Flat,71,90,5,0
6266,Mechanical Heart,Rare,Non prime,DEX Increase,Flat,91,300,6,0
6267,Badge,Rare,Non prime,DEX Increase,Flat,0,20,1,0
6268,Badge,Rare,Non prime,DEX Increase,Flat,21,40,2,0
6269,Badge,Rare,Non prime,DEX Increase,Flat,41,50,3,0
6270,Badge,Rare,Non prime,DEX Increase,Flat,51,70,4,0
6271,Badge,Rare,Non prime,DEX Increase,Flat,71,90,5,0
6272,Badge,Rare,Non prime,DEX Increase,Flat,91,300,6,0
6273,Mechanical Heart,Rare,Non prime,INT Increase,Flat,0,20,1,0
6274,Mechanical Heart,Rare,Non prime,INT Increase,Flat,21,40,2,0
6275,Mechanical Heart,Rare,Non prime,INT Increase,Flat,41,50,3,0
6276,Mechanical Heart,Rare,Non prime,INT Increase,Flat,51,70,4,0
6277,Mechanical Heart,Rare,Non prime,INT Increase,Flat,71,90,5,0
6278,Mechanical Heart,Rare,Non prime,INT Increase,Flat,91,300,6,0
6279,Badge,Rare,Non prime,INT Increase,Flat,0,20,1,0
6280,Badge,Rare,Non prime,INT Increase,Flat,21,40,2,0
6281,Badge,Rare,Non prime,INT Increase,Flat,41,50,3,0
6282,Badge,Rare,Non prime,INT Increase,Flat,51,70,4,0
6283,Badge,Rare,Non prime,INT Increase,Flat,71,90,5,0
6284,Badge,Rare,Non prime,INT Increase,Flat,91,300,6,0
6285,Mechanical Heart,Rare,Non prime,LUK Increase,Flat,0,20,1,0
6286,Mechanical Heart,Rare,Non prime,LUK Increase,Flat,21,40,2,0
6287,Mechanical Heart,Rare,Non prime,LUK Increase,Flat,41,50,3,0
6288,Mechanical Heart,Rare,Non prime,LUK Increase,Flat,51,70,4,0
6289,Mechanical Heart,Rare,Non prime,LUK Increase,Flat,71,90,5,0
6290,Mechanical Heart,Rare,Non prime,LUK Increase,Flat,91,300,6,0
6291,Badge,Rare,Non prime,LUK Increase,Flat,0,20,1,0
6292,Badge,Rare,Non prime,LUK Increase,Flat,21,40,2,0
6293,Badge,Rare,Non prime,LUK Increase,Flat,41,50,3,0
6294,Badge,Rare,Non prime,LUK Increase,Flat,51,70,4,0
6295,Badge,Rare,Non prime,LUK Increase,Flat,71,90,5,0
6296,Badge,Rare,Non prime,LUK Increase,Flat,91,300,6,0
6297,Mechanical Heart,Rare,Non prime,Weapon ATT Increase,Flat,0,50,1,0
6298,Mechanical Heart,Rare,Non prime,Weapon ATT Increase,Flat,51,100,2,0
6299,Mechanical Heart,Rare,Non prime,Weapon ATT Increase,Flat,101,300,3,0
6300,Badge,Rare,Non prime,Weapon ATT Increase,Flat,0,50,1,0
6301,Badge,Rare,Non prime,Weapon ATT Increase,Flat,51,100,2,0
6302,Badge,Rare,Non prime,Weapon ATT Increase,Flat,101,300,3,0
6303,Mechanical Heart,Rare,Non prime,Magic ATT Increase,Flat,0,50,1,0
6304,Mechanical Heart,Rare,Non prime,Magic ATT Increase,Flat,51,100,2,0
6305,Mechanical Heart,Rare,Non prime,Magic ATT Increase,Flat,101,300,3,0
6306,Badge,Rare,Non prime,Magic ATT Increase,Flat,0,50,1,0
6307,Badge,Rare,Non prime,Magic ATT Increase,Flat,51,100,2,0
6308,Badge,Rare,Non prime,Magic ATT Increase,Flat,101,300,3,0
6309,Mechanical Heart,Rare,Non prime,Speed Increase,Flat,0,30,1,0
6310,Mechanical Heart,Rare,Non prime,Speed Increase,Flat,31,70,2,0
6311,Mechanical Heart,Rare,Non prime,Speed Increase,Flat,71,110,3,0
6312,Mechanical Heart,Rare,Non prime,Speed Increase,Flat,111,300,4,0
6313,Badge,Rare,Non prime,Speed Increase,Flat,0,30,1,0
6314,Badge,Rare,Non prime,Speed Increase,Flat,31,70,2,0
6315,Badge,Rare,Non prime,Speed Increase,Flat,71,110,3,0
6316,Badge,Rare,Non prime,Speed Increase,Flat,111,300,4,0
6317,Mechanical Heart,Rare,Non prime,Jump Increase,Flat,0,30,1,0
6318,Mechanical Heart,Rare,Non prime,Jump Increase,Flat,31,70,2,0
6319,Mechanical Heart,Rare,Non prime,Jump Increase,Flat,71,110,3,0
6320,Mechanical Heart,Rare,Non prime,Jump Increase,Flat,111,300,4,0
6321,Badge,Rare,Non prime,Jump Increase,Flat,0,30,1,0
6322,Badge,Rare,Non prime,Jump Increase,Flat,31,70,2,0
6323,Badge,Rare,Non prime,Jump Increase,Flat,71,110,3,0
6324,Badge,Rare,Non prime,Jump Increase,Flat,111,300,4,0
6325,Mechanical Heart,Rare,Non prime,MaxHP Increase,Flat,0,10,5,0
6326,Mechanical Heart,Rare,Non prime,MaxHP Increase,Flat,11,20,10,0
6327,Mechanical Heart,Rare,Non prime,MaxHP Increase,Flat,21,30,15,0
6328,Mechanical Heart,Rare,Non prime,MaxHP Increase,Flat,31,40,20,0
6329,Mechanical Heart,Rare,Non prime,MaxHP Increase,Flat,41,50,25,0
6330,Mechanical Heart,Rare,Non prime,MaxHP Increase,Flat,51,60,30,0
6331,Mechanical Heart,Rare,Non prime,MaxHP Increase,Flat,61,70,35,0
6332,Mechanical Heart,Rare,Non prime,MaxHP Increase,Flat,71,80,40,0
6333,Mechanical Heart,Rare,Non prime,MaxHP Increase,Flat,81,90,45,0
6334,Mechanical Heart,Rare,Non prime,MaxHP Increase,Flat,91,100,50,0
6335,Mechanical Heart,Rare,Non prime,MaxHP Increase,Flat,101,110,55,0
6336,Mechanical Heart,Rare,Non prime,MaxHP Increase,Flat,111,300,60,0
6337,Badge,Rare,Non prime,MaxHP Increase,Flat,0,10,5,0
6338,Badge,Rare,Non prime,MaxHP Increase,Flat,11,20,10,0
6339,Badge,Rare,Non prime,MaxHP Increase,Flat,21,30,15,0
6340,Badge,Rare,Non prime,MaxHP Increase,Flat,31,40,20,0
6341,Badge,Rare,Non prime,MaxHP Increase,Flat,41,50,25,0
6342,Badge,Rare,Non prime,MaxHP Increase,Flat,51,60,30,0
6343,Badge,Rare,Non prime,MaxHP Increase,Flat,61,70,35,0
6344,Badge,Rare,Non prime,MaxHP Increase,Flat,71,80,40,0
6345,Badge,Rare,Non prime,MaxHP Increase,Flat,81,90,45,0
6346,Badge,Rare,Non prime,MaxHP Increase,Flat,91,100,50,0
6347,Badge,Rare,Non prime,MaxHP Increase,Flat,101,110,55,0
6348,Badge,Rare,Non prime,MaxHP Increase,Flat,111,300,60,0
6349,Mechanical Heart,Rare,Non prime,MaxMP Increase,Flat,0,10,5,0
6350,Mechanical Heart,Rare,Non prime,MaxMP Increase,Flat,11,20,10,0
6351,Mechanical Heart,Rare,Non prime,MaxMP Increase,Flat,21,30,15,0
6352,Mechanical Heart,Rare,Non prime,MaxMP Increase,Flat,31,40,20,0
6353,Mechanical Heart,Rare,Non prime,MaxMP Increase,Flat,41,50,25,0
6354,Mechanical Heart,Rare,Non prime,MaxMP Increase,Flat,51,60,30,0
6355,Mechanical Heart,Rare,Non prime,MaxMP Increase,Flat,61,70,35,0
6356,Mechanical Heart,Rare,Non prime,MaxMP Increase,Flat,71,80,40,0
6357,Mechanical Heart,Rare,Non prime,MaxMP Increase,Flat,81,90,45,0
6358,Mechanical Heart,Rare,Non prime,MaxMP Increase,Flat,91,100,50,0
6359,Mechanical Heart,Rare,Non prime,MaxMP Increase,Flat,101,110,55,0
6360,Mechanical Heart,Rare,Non prime,MaxMP Increase,Flat,111,300,60,0
6361,Badge,Rare,Non prime,MaxMP Increase,Flat,0,10,5,0
6362,Badge,Rare,Non prime,MaxMP Increase,Flat,11,20,10,0
6363,Badge,Rare,Non prime,MaxMP Increase,Flat,21,30,15,0
6364,Badge,Rare,Non prime,MaxMP Increase,Flat,31,40,20,0
6365,Badge,Rare,Non prime,MaxMP Increase,Flat,41,50,25,0
6366,Badge,Rare,Non prime,MaxMP Increase,Flat,51,60,30,0
6367,Badge,Rare,Non prime,MaxMP Increase,Flat,61,70,35,0
6368,Badge,Rare,Non prime,MaxMP Increase,Flat,71,80,40,0
6369,Badge,Rare,Non prime,MaxMP Increase,Flat,81,90,45,0
6370,Badge,Rare,Non prime,MaxMP Increase,Flat,91,100,50,0
6371,Badge,Rare,Non prime,MaxMP Increase,Flat,101,110,55,0
6372,Badge,Rare,Non prime,MaxMP Increase,Flat,111,300,60,0
6373,Mechanical Heart,Rare,Non prime,DEF Increase,Flat,0,10,5,0
6374,Mechanical Heart,Rare,Non prime,DEF Increase,Flat,11,20,10,0
6375,Mechanical Heart,Rare,Non prime,DEF Increase,Flat,21,30,15,0
6376,Mechanical Heart,Rare,Non prime,DEF Increase,Flat,31,40,20,0
6377,Mechanical Heart,Rare,Non prime,DEF Increase,Flat,41,50,25,0
6378,Mechanical Heart,Rare,Non prime,DEF Increase,Flat,51,60,30,0
6379,Mechanical Heart,Rare,Non prime,DEF Increase,Flat,61,70,35,0
6380,Mechanical Heart,Rare,Non prime,DEF Increase,Flat,71,80,40,0
6381,Mechanical Heart,Rare,Non prime,DEF Increase,Flat,81,90,45,0
6382,Mechanical Heart,Rare,Non prime,DEF Increase,Flat,91,100,50,0
6383,Mechanical Heart,Rare,Non prime,DEF Increase,Flat,101,110,55,0
6384,Mechanical Heart,Rare,Non prime,DEF Increase,Flat,111,300,60,0
6385,Badge,Rare,Non prime,DEF Increase,Flat,0,10,5,0
6386,Badge,Rare,Non prime,DEF Increase,Flat,11,20,10,0
6387,Badge,Rare,Non prime,DEF Increase,Flat,21,30,15,0
6388,Badge,Rare,Non prime,DEF Increase,Flat,31,40,20,0
6389,Badge,Rare,Non prime,DEF Increase,Flat,41,50,25,0
6390,Badge,Rare,Non prime,DEF Increase,Flat,51,60,30,0
6391,Badge,Rare,Non prime,DEF Increase,Flat,61,70,35,0
6392,Badge,Rare,Non prime,DEF Increase,Flat,71,80,40,0
6393,Badge,Rare,Non prime,DEF Increase,Flat,81,90,45,0
6394,Badge,Rare,Non prime,DEF Increase,Flat,91,100,50,0
6395,Badge,Rare,Non prime,DEF Increase,Flat,101,110,55,0
6396,Badge,Rare,Non prime,DEF Increase,Flat,111,300,60,0
6397,Mechanical Heart,Rare,Prime,STR Increase,Flat,0,20,2,0
6398,Mechanical Heart,Rare,Prime,STR Increase,Flat,21,50,4,0
6399,Mechanical Heart,Rare,Prime,STR Increase,Flat,51,70,6,0
6400,Mechanical Heart,Rare,Prime,STR Increase,Flat,71,90,8,0
6401,Mechanical Heart,Rare,Prime,STR Increase,Flat,91,300,10,0
6402,Badge,Rare,Prime,STR Increase,Flat,0,20,2,0
6403,Badge,Rare,Prime,STR Increase,Flat,21,50,4,0
6404,Badge,Rare,Prime,STR Increase,Flat,51,70,6,0
6405,Badge,Rare,Prime,STR Increase,Flat,71,90,8,0
6406,Badge,Rare,Prime,STR Increase,Flat,91,300,10,0
6407,Mechanical Heart,Rare,Prime,DEX Increase,Flat,0,20,2,0
6408,Mechanical Heart,Rare,Prime,DEX Increase,Flat,21,50,4,0
6409,Mechanical Heart,Rare,Prime,DEX Increase,Flat,51,70,6,0
6410,Mechanical Heart,Rare,Prime,DEX Increase,Flat,71,90,8,0
6411,Mechanical Heart,Rare,Prime,DEX Increase,Flat,91,300,10,0
6412,Badge,Rare,Prime,DEX Increase,Flat,0,20,2,0
6413,Badge,Rare,Prime,DEX Increase,Flat,21,50,4,0
6414,Badge,Rare,Prime,DEX Increase,Flat,51,70,6,0
6415,Badge,Rare,Prime,DEX Increase,Flat,71,90,8,0
6416,Badge,Rare,Prime,DEX Increase,Flat,91,300,10,0
6417,Mechanical Heart,Rare,Prime,INT Increase,Flat,0,20,2,0
6418,Mechanical Heart,Rare,Prime,INT Increase,Flat,21,50,4,0
6419,Mechanical Heart,Rare,Prime,INT Increase,Flat,51,70,6,0
6420,Mechanical Heart,Rare,Prime,INT Increase,Flat,71,90,8,0
6421,Mechanical Heart,Rare,Prime,INT Increase,Flat,91,300,10,0
6422,Badge,Rare,Prime,INT Increase,Flat,0,20,2,0
6423,Badge,Rare,Prime,INT Increase,Flat,21,50,4,0
6424,Badge,Rare,Prime,INT Increase,Flat,51,70,6,0
6425,Badge,Rare,Prime,INT Increase,Flat,71,90,8,0
6426,Badge,Rare,Prime,INT Increase,Flat,91,300,10,0
6427,Mechanical Heart,Rare,Prime,LUK Increase,Flat,0,20,2,0
6428,Mechanical Heart,Rare,Prime,LUK Increase,Flat,21,50,4,0
6429,Mechanical Heart,Rare,Prime,LUK Increase,Flat,51,70,6,0
6430,Mechanical Heart,Rare,Prime,LUK Increase,Flat,71,90,8,0
6431,Mechanical Heart,Rare,Prime,LUK Increase,Flat,91,300,10,0
6432,Badge,Rare,Prime,LUK Increase,Flat,0,20,2,0
6433,Badge,Rare,Prime,LUK Increase,Flat,21,50,4,0
6434,Badge,Rare,Prime,LUK Increase,Flat,51,70,6,0
6435,Badge,Rare,Prime,LUK Increase,Flat,71,90,8,0
6436,Badge,Rare,Prime,LUK Increase,Flat,91,300,10,0
6437,Mechanical Heart,Rare,Prime,Weapon ATT Increase,Flat,0,20,1,0
6438,Mechanical Heart,Rare,Prime,Weapon ATT Increase,Flat,21,40,2,0
6439,Mechanical Heart,Rare,Prime,Weapon ATT Increase,Flat,41,60,4,0
6440,Mechanical Heart,Rare,Prime,Weapon ATT Increase,Flat,61,80,6,0
6441,Mechanical Heart,Rare,Prime,Weapon ATT Increase,Flat,81,90,8,0
6442,Mechanical Heart,Rare,Prime,Weapon ATT Increase,Flat,91,300,10,0
6443,Badge,Rare,Prime,Weapon ATT Increase,Flat,0,20,1,0
6444,Badge,Rare,Prime,Weapon ATT Increase,Flat,21,40,2,0
6445,Badge,Rare,Prime,Weapon ATT Increase,Flat,41,60,4,0
6446,Badge,Rare,Prime,Weapon ATT Increase,Flat,61,80,6,0
6447,Badge,Rare,Prime,Weapon ATT Increase,Flat,81,90,8,0
6448,Badge,Rare,Prime,Weapon ATT Increase,Flat,91,300,10,0
6449,Mechanical Heart,Rare,Prime,Magic ATT Increase,Flat,0,20,1,0
6450,Mechanical Heart,Rare,Prime,Magic ATT Increase,Flat,21,40,2,0
6451,Mechanical Heart,Rare,Prime,Magic ATT Increase,Flat,41,60,4,0
6452,Mechanical Heart,Rare,Prime,Magic ATT Increase,Flat,61,80,6,0
6453,Mechanical Heart,Rare,Prime,Magic ATT Increase,Flat,81,90,8,0
6454,Mechanical Heart,Rare,Prime,Magic ATT Increase,Flat,91,300,10,0
6455,Badge,Rare,Prime,Magic ATT Increase,Flat,0,20,1,0
6456,Badge,Rare,Prime,Magic ATT Increase,Flat,21,40,2,0
6457,Badge,Rare,Prime,Magic ATT Increase,Flat,41,60,4,0
6458,Badge,Rare,Prime,Magic ATT Increase,Flat,61,80,6,0
6459,Badge,Rare,Prime,Magic ATT Increase,Flat,81,90,8,0
6460,Badge,Rare,Prime,Magic ATT Increase,Flat,91,300,10,0
6461,Mechanical Heart,Rare,Prime,MaxHP Increase,Flat,0,20,10,0
6462,Mechanical Heart,Rare,Prime,MaxHP Increase,Flat,21,50,15,0
6463,Mechanical Heart,Rare,Prime,MaxHP Increase,Flat,51,90,50,0
6464,Mechanical Heart,Rare,Prime,MaxHP Increase,Flat,91,300,100,0
6465,Badge,Rare,Prime,MaxHP Increase,Flat,0,20,10,0
6466,Badge,Rare,Prime,MaxHP Increase,Flat,21,50,15,0
6467,Badge,Rare,Prime,MaxHP Increase,Flat,51,90,50,0
6468,Badge,Rare,Prime,MaxHP Increase,Flat,91,300,100,0
6469,Mechanical Heart,Rare,Prime,MaxMP Increase,Flat,0,20,10,0
6470,Mechanical Heart,Rare,Prime,MaxMP Increase,Flat,21,50,15,0
6471,Mechanical Heart,Rare,Prime,MaxMP Increase,Flat,51,90,50,0
6472,Mechanical Heart,Rare,Prime,MaxMP Increase,Flat,91,300,100,0
6473,Badge,Rare,Prime,MaxMP Increase,Flat,0,20,10,0
6474,Badge,Rare,Prime,MaxMP Increase,Flat,21,50,15,0
6475,Badge,Rare,Prime,MaxMP Increase,Flat,51,90,50,0
6476,Badge,Rare,Prime,MaxMP Increase,Flat,91,300,100,0
6477,Mechanical Heart,Rare,Prime,DEF Increase,Flat,0,20,10,0
6478,Mechanical Heart,Rare,Prime,DEF Increase,Flat,21,50,15,0
6479,Mechanical Heart,Rare,Prime,DEF Increase,Flat,51,90,50,0
6480,Mechanical Heart,Rare,Prime,DEF Increase,Flat,91,300,100,0
6481,Badge,Rare,Prime,DEF Increase,Flat,0,20,10,0
6482,Badge,Rare,Prime,DEF Increase,Flat,21,50,15,0
6483,Badge,Rare,Prime,DEF Increase,Flat,51,90,50,0
6484,Badge,Rare,Prime,DEF Increase,Flat,91,300,100,0
6485,Mechanical Heart,Rare,Prime,Speed Increase,Flat,0,20,2,0
6486,Mechanical Heart,Rare,Prime,Speed Increase,Flat,21,50,3,0
6487,Mechanical Heart,Rare,Prime,Speed Increase,Flat,51,80,4,0
6488,Mechanical Heart,Rare,Prime,Speed Increase,Flat,81,110,5,0
6489,Mechanical Heart,Rare,Prime,Speed Increase,Flat,111,300,6,0
6490,Badge,Rare,Prime,Speed Increase,Flat,0,20,2,0
6491,Badge,Rare,Prime,Speed Increase,Flat,21,50,3,0
6492,Badge,Rare,Prime,Speed Increase,Flat,51,80,4,0
6493,Badge,Rare,Prime,Speed Increase,Flat,81,110,5,0
6494,Badge,Rare,Prime,Speed Increase,Flat,111,300,6,0
6495,Mechanical Heart,Rare,Prime,Jump Increase,Flat,0,20,2,0
6496,Mechanical Heart,Rare,Prime,Jump Increase,Flat,21,50,3,0
6497,Mechanical Heart,Rare,Prime,Jump Increase,Flat,51,80,4,0
6498,Mechanical Heart,Rare,Prime,Jump Increase,Flat,81,110,5,0
6499,Mechanical Heart,Rare,Prime,Jump Increase,Flat,111,300,6,0
6500,Badge,Rare,Prime,Jump Increase,Flat,0,20,2,0
6501,Badge,Rare,Prime,Jump Increase,Flat,21,50,3,0
6502,Badge,Rare,Prime,Jump Increase,Flat,51,80,4,0
6503,Badge,Rare,Prime,Jump Increase,Flat,81,110,5,0
6504,Badge,Rare,Prime,Jump Increase,Flat,111,300,6,0
6505,Mechanical Heart,Rare,Prime,STR% Increase,Perc,0,90,1,0
6506,Mechanical Heart,Rare,Prime,STR% Increase,Perc,91,300,2,0
6507,Badge,Rare,Prime,STR% Increase,Perc,0,90,1,0
6508,Badge,Rare,Prime,STR% Increase,Perc,91,300,2,0
6509,Mechanical Heart,Rare,Prime,DEX% Increase,Perc,0,90,1,0
6510,Mechanical Heart,Rare,Prime,DEX% Increase,Perc,91,300,2,0
6511,Badge,Rare,Prime,DEX% Increase,Perc,0,90,1,0
6512,Badge,Rare,Prime,DEX% Increase,Perc,91,300,2,0
6513,Mechanical Heart,Rare,Prime,INT% Increase,Perc,0,90,1,0
6514,Mechanical Heart,Rare,Prime,INT% Increase,Perc,91,300,2,0
6515,Badge,Rare,Prime,INT% Increase,Perc,0,90,1,0
6516,Badge,Rare,Prime,INT% Increase,Perc,91,300,2,0
6517,Mechanical Heart,Rare,Prime,LUK% Increase,Perc,0,90,1,0
6518,Mechanical Heart,Rare,Prime,LUK% Increase,Perc,91,300,2,0
