,Slot,Grade,Prime,DisplayStat,MinLvl,MaxLvl,Probaility,1 in
1123,Ring,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
1124,Earring,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
1125,Pendant,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
1126,Face Accessory,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
1127,Eye Accessory,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
1128,Ring,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
1129,Earring,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
1130,Pendant,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
1131,Face Accessory,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
1132,Eye Accessory,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
1133,Ring,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
1134,Earring,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
1135,Pendant,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
1136,Face Accessory,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
1137,Eye Accessory,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
1138,Ring,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
1139,Earring,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
1140,Pendant,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
1141,Face Accessory,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
1142,Eye Accessory,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
1143,Ring,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
1144,Earring,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
1145,Pendant,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
1146,Face Accessory,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
1147,Eye Accessory,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
1148,Ring,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
1149,Earring,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
1150,Pendant,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
1151,Face Accessory,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
1152,Eye Accessory,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
1153,Ring,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
1154,Earring,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
1155,Pendant,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
1156,Face Accessory,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
1157,Eye Accessory,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
1158,Ring,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
1159,Earring,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
1160,Pendant,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
1161,Face Accessory,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
1162,Eye Accessory,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
1163,Ring,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
1164,Earring,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
1165,Pendant,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
1166,Face Accessory,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
1167,Eye Accessory,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
1168,Ring,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
1169,Earring,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
1170,Pendant,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
1171,Face Accessory,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
1172,Eye Accessory,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
1173,Ring,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
1174,Earring,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
1175,Pendant,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
1176,Face Accessory,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
1177,Eye Accessory,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
1178,Ring,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
1179,Earring,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
1180,Pendant,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
1181,Face Accessory,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
1182,Eye Accessory,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
1183,Ring,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
1184,Earring,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
1185,Pendant,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
1186,Face Accessory,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
1187,Eye Accessory,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
1188,Ring,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
1189,Earring,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
1190,Pendant,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
1191,Face Accessory,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
1192,Eye Accessory,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
1193,Ring,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
1194,Earring,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
1195,Pendant,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
1196,Face Accessory,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
1197,Eye Accessory,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
1198,Ring,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
1199,Earring,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
1200,Pendant,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
1201,Face Accessory,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
1202,Eye Accessory,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
1203,Ring,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
1204,Earring,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
1205,Pendant,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
1206,Face Accessory,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
1207,Eye Accessory,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
1208,Ring,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
1209,Earring,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
1210,Pendant,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
1211,Face Accessory,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
1212,Eye Accessory,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
1213,Ring,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
1214,Earring,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
1215,Pendant,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
1216,Face Accessory,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
1217,Eye Accessory,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
1218,Ring,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
1219,Earring,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
1220,Pendant,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
1221,Face Accessory,Legendary,Prime,STR Increase,70,300,4.6875%,21.3333
1222,Eye Accessory,Legendary,Prime,STR Increase,70,300,4.6875%,21.3333
1223,Ring,Legendary,Prime,STR Increase,70,300,4.6875%,21.3333
1224,Earring,Legendary,Prime,STR Increase,70,300,4.6875%,21.3333
1225,Pendant,Legendary,Prime,STR Increase,70,300,4.6875%,21.3333
1226,Face Accessory,Legendary,Prime,DEX Increase,70,300,4.6875%,21.3333
1227,Eye Accessory,Legendary,Prime,DEX Increase,70,300,4.6875%,21.3333
1228,Ring,Legendary,Prime,DEX Increase,70,300,4.6875%,21.3333
1229,Earring,Legendary,Prime,DEX Increase,70,300,4.6875%,21.3333
1230,Pendant,Legendary,Prime,DEX Increase,70,300,4.6875%,21.3333
1231,Face Accessory,Legendary,Prime,INT Increase,70,300,4.6875%,21.3333
1232,Eye Accessory,Legendary,Prime,INT Increase,70,300,4.6875%,21.3333
1233,Ring,Legendary,Prime,INT Increase,70,300,4.6875%,21.3333
1234,Earring,Legendary,Prime,INT Increase,70,300,4.6875%,21.3333
1235,Pendant,Legendary,Prime,INT Increase,70,300,4.6875%,21.3333
1236,Face Accessory,Legendary,Prime,LUK Increase,70,300,4.6875%,21.3333
1237,Eye Accessory,Legendary,Prime,LUK Increase,70,300,4.6875%,21.3333
1238,Ring,Legendary,Prime,LUK Increase,70,300,4.6875%,21.3333
1239,Earring,Legendary,Prime,LUK Increase,70,300,4.6875%,21.3333
1240,Pendant,Legendary,Prime,LUK Increase,70,300,4.6875%,21.3333
1241,Face Accessory,Legendary,Prime,Weapon ATT Increase,70,300,3.125%,32
1242,Eye Accessory,Legendary,Prime,Weapon ATT Increase,70,300,3.125%,32
1243,Ring,Legendary,Prime,Weapon ATT Increase,70,300,3.125%,32
1244,Earring,Legendary,Prime,Weapon ATT Increase,70,300,3.125%,32
1245,Pendant,Legendary,Prime,Weapon ATT Increase,70,300,3.125%,32
1246,Face Accessory,Legendary,Prime,Magic ATT Increase,70,300,3.125%,32
1247,Eye Accessory,Legendary,Prime,Magic ATT Increase,70,300,3.125%,32
1248,Ring,Legendary,Prime,Magic ATT Increase,70,300,3.125%,32
1249,Earring,Legendary,Prime,Magic ATT Increase,70,300,3.125%,32
1250,Pendant,Legendary,Prime,Magic ATT Increase,70,300,3.125%,32
1251,Face Accessory,Legendary,Prime,DEF Increase,70,300,4.6875%,21.3333
1252,Eye Accessory,Legendary,Prime,DEF Increase,70,300,4.6875%,21.3333
1253,Ring,Legendary,Prime,DEF Increase,70,300,4.6875%,21.3333
1254,Earring,Legendary,Prime,DEF Increase,70,300,4.6875%,21.3333
1255,Pendant,Legendary,Prime,DEF Increase,70,300,4.6875%,21.3333
1256,Face Accessory,Legendary,Prime,MaxHP Increase,70,300,4.6875%,21.3333
1257,Eye Accessory,Legendary,Prime,MaxHP Increase,70,300,4.6875%,21.3333
1258,Ring,Legendary,Prime,MaxHP Increase,70,300,4.6875%,21.3333
1259,Earring,Legendary,Prime,MaxHP Increase,70,300,4.6875%,21.3333
1260,Pendant,Legendary,Prime,MaxHP Increase,70,300,4.6875%,21.3333
1261,Face Accessory,Legendary,Prime,MaxMP Increase,70,300,4.6875%,21.3333
1262,Eye Accessory,Legendary,Prime,MaxMP Increase,70,300,4.6875%,21.3333
1263,Ring,Legendary,Prime,MaxMP Increase,70,300,4.6875%,21.3333
1264,Earring,Legendary,Prime,MaxMP Increase,70,300,4.6875%,21.3333
1265,Pendant,Legendary,Prime,MaxMP Increase,70,300,4.6875%,21.3333
1266,Face Accessory,Legendary,Prime,STR% Increase,70,300,3.125%,32
1267,Eye Accessory,Legendary,Prime,STR% Increase,70,300,3.125%,32
1268,Ring,Legendary,Prime,STR% Increase,70,300,3.125%,32
1269,Earring,Legendary,Prime,STR% Increase,70,300,3.125%,32
1270,Pendant,Legendary,Prime,STR% Increase,70,300,3.125%,32
1271,Face Accessory,Legendary,Prime,DEX% Increase,70,300,3.125%,32
1272,Eye Accessory,Legendary,Prime,DEX% Increase,70,300,3.125%,32
1273,Ring,Legendary,Prime,DEX% Increase,70,300,3.125%,32
1274,Earring,Legendary,Prime,DEX% Increase,70,300,3.125%,32
1275,Pendant,Legendary,Prime,DEX% Increase,70,300,3.125%,32
1276,Face Accessory,Legendary,Prime,INT% Increase,70,300,3.125%,32
1277,Eye Accessory,Legendary,Prime,INT% Increase,70,300,3.125%,32
1278,Ring,Legendary,Prime,INT% Increase,70,300,3.125%,32
1279,Earring,Legendary,Prime,INT% Increase,70,300,3.125%,32
1280,Pendant,Legendary,Prime,INT% Increase,70,300,3.125%,32
1281,Face Accessory,Legendary,Prime,LUK% Increase,70,300,3.125%,32
1282,Eye Accessory,Legendary,Prime,LUK% Increase,70,300,3.125%,32
1283,Ring,Legendary,Prime,LUK% Increase,70,300,3.125%,32
1284,Earring,Legendary,Prime,LUK% Increase,70,300,3.125%,32
1285,Pendant,Legendary,Prime,LUK% Increase,70,300,3.125%,32
1286,Face Accessory,Legendary,Prime,MaxHP% Increase,70,300,4.6875%,21.3333
1287,Eye Accessory,Legendary,Prime,MaxHP% Increase,70,300,4.6875%,21.3333
1288,Ring,Legendary,Prime,MaxHP% Increase,70,300,4.6875%,21.3333
1289,Earring,Legendary,Prime,MaxHP% Increase,70,300,4.6875%,21.3333
1290,Pendant,Legendary,Prime,MaxHP% Increase,70,300,4.6875%,21.3333
1291,Face Accessory,Legendary,Prime,MaxMP% Increase,70,300,4.6875%,21.3333
1292,Eye Accessory,Legendary,Prime,MaxMP% Increase,70,300,4.6875%,21.3333
1293,Ring,Legendary,Prime,MaxMP% Increase,70,300,4.6875%,21.3333
1294,Earring,Legendary,Prime,MaxMP% Increase,70,300,4.6875%,21.3333
1295,Pendant,Legendary,Prime,MaxMP% Increase,70,300,4.6875%,21.3333
1296,Face Accessory,Legendary,Prime,DEF% Increase,70,300,4.6875%,21.3333
1297,Eye Accessory,Legendary,Prime,DEF% Increase,70,300,4.6875%,21.3333
1298,Ring,Legendary,Prime,DEF% Increase,70,300,4.6875%,21.3333
1299,Earring,Legendary,Prime,DEF% Increase,70,300,4.6875%,21.3333
1300,Pendant,Legendary,Prime,DEF% Increase,70,300,4.6875%,21.3333
1301,Face Accessory,Legendary,Prime,All Stats% Increase,70,300,3.125%,32
1302,Eye Accessory,Legendary,Prime,All Stats% Increase,70,300,3.125%,32
1303,Ring,Legendary,Prime,All Stats% Increase,70,300,3.125%,32
1304,Earring,Legendary,Prime,All Stats% Increase,70,300,3.125%,32
1305,Pendant,Legendary,Prime,All Stats% Increase,70,300,3.125%,32
1306,Face Accessory,Legendary,Prime,Skill MP Cost Reduction,70,300,4.6875%,21.3333
1307,Eye Accessory,Legendary,Prime,Skill MP Cost Reduction,70,300,4.6875%,21.3333
1308,Ring,Legendary,Prime,Skill MP Cost Reduction,70,300,4.6875%,21.3333
1309,Earring,Legendary,Prime,Skill MP Cost Reduction,70,300,4.6875%,21.3333
1310,Pendant,Legendary,Prime,Skill MP Cost Reduction,70,300,4.6875%,21.3333
1311,Face Accessory,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.125%,32
1312,Eye Accessory,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.125%,32
1313,Ring,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.125%,32
1314,Earring,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.125%,32
1315,Pendant,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.125%,32
1316,Face Accessory,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.125%,32
1317,Eye Accessory,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.125%,32
1318,Ring,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.125%,32
1319,Earring,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.125%,32
1320,Pendant,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.125%,32
1321,Face Accessory,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.125%,32
1322,Eye Accessory,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.125%,32
1323,Ring,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.125%,32
1324,Earring,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.125%,32
1325,Pendant,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.125%,32
1326,Face Accessory,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.125%,32
1327,Eye Accessory,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.125%,32
1328,Ring,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.125%,32
1329,Earring,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.125%,32
1330,Pendant,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.125%,32
1331,Face Accessory,Legendary,Prime,Mesos Obtained% Increase,70,300,4.6875%,21.3333
1332,Eye Accessory,Legendary,Prime,Mesos Obtained% Increase,70,300,4.6875%,21.3333
1333,Ring,Legendary,Prime,Mesos Obtained% Increase,70,300,4.6875%,21.3333
1334,Earring,Legendary,Prime,Mesos Obtained% Increase,70,300,4.6875%,21.3333
1335,Pendant,Legendary,Prime,Mesos Obtained% Increase,70,300,4.6875%,21.3333
1336,Face Accessory,Legendary,Prime,Item Drop Rate% Increase,70,300,4.6875%,21.3333
1337,Eye Accessory,Legendary,Prime,Item Drop Rate% Increase,70,300,4.6875%,21.3333
1338,Ring,Legendary,Prime,Item Drop Rate% Increase,70,300,4.6875%,21.3333
1339,Earring,Legendary,Prime,Item Drop Rate% Increase,70,300,4.6875%,21.3333
1340,Pendant,Legendary,Prime,Item Drop Rate% Increase,70,300,4.6875%,21.3333
1341,Face Accessory,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.6875%,21.3333
1342,Eye Accessory,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.6875%,21.3333
1343,Ring,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.6875%,21.3333
1344,Earring,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.6875%,21.3333
1345,Pendant,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.6875%,21.3333
1346,Mechanical Heart,Rare,Non prime,STR Increase,0,300,7.4074%,13.5
1347,Badge,Rare,Non prime,STR Increase,0,300,7.4074%,13.5
1348,Mechanical Heart,Rare,Non prime,DEX Increase,0,300,7.4074%,13.5
1349,Badge,Rare,Non prime,DEX Increase,0,300,7.4074%,13.5
1350,Mechanical Heart,Rare,Non prime,INT Increase,0,300,7.4074%,13.5
1351,Badge,Rare,Non prime,INT Increase,0,300,7.4074%,13.5
1352,Mechanical Heart,Rare,Non prime,LUK Increase,0,300,7.4074%,13.5
1353,Badge,Rare,Non prime,LUK Increase,0,300,7.4074%,13.5
1354,Mechanical Heart,Rare,Non prime,Weapon ATT Increase,0,300,7.4074%,13.5
1355,Badge,Rare,Non prime,Weapon ATT Increase,0,300,7.4074%,13.5
1356,Mechanical Heart,Rare,Non prime,Magic ATT Increase,0,300,7.4074%,13.5
1357,Badge,Rare,Non prime,Magic ATT Increase,0,300,7.4074%,13.5
1358,Mechanical Heart,Rare,Non prime,Speed Increase,0,300,11.1111%,9
1359,Badge,Rare,Non prime,Speed Increase,0,300,11.1111%,9
1360,Mechanical Heart,Rare,Non prime,Jump Increase,0,300,11.1111%,9
1361,Badge,Rare,Non prime,Jump Increase,0,300,11.1111%,9
1362,Mechanical Heart,Rare,Non prime,MaxHP Increase,0,300,11.1111%,9
1363,Badge,Rare,Non prime,MaxHP Increase,0,300,11.1111%,9
1364,Mechanical Heart,Rare,Non prime,MaxMP Increase,0,300,11.1111%,9
1365,Badge,Rare,Non prime,MaxMP Increase,0,300,11.1111%,9
1366,Mechanical Heart,Rare,Non prime,DEF Increase,0,300,11.1111%,9
1367,Badge,Rare,Non prime,DEF Increase,0,300,11.1111%,9
1368,Mechanical Heart,Rare,Prime,STR Increase,0,300,6.3829%,15.6666
1369,Badge,Rare,Prime,STR Increase,0,300,6.3829%,15.6666
1370,Mechanical Heart,Rare,Prime,DEX Increase,0,300,6.3829%,15.6666
1371,Badge,Rare,Prime,DEX Increase,0,300,6.3829%,15.6666
1372,Mechanical Heart,Rare,Prime,INT Increase,0,300,6.3829%,15.6666
1373,Badge,Rare,Prime,INT Increase,0,300,6.3829%,15.6666
1374,Mechanical Heart,Rare,Prime,LUK Increase,0,300,6.3829%,15.6666
1375,Badge,Rare,Prime,LUK Increase,0,300,6.3829%,15.6666
1376,Mechanical Heart,Rare,Prime,Weapon ATT Increase,0,300,4.2553%,23.5
1377,Badge,Rare,Prime,Weapon ATT Increase,0,300,4.2553%,23.5
1378,Mechanical Heart,Rare,Prime,Magic ATT Increase,0,300,4.2553%,23.5
1379,Badge,Rare,Prime,Magic ATT Increase,0,300,4.2553%,23.5
1380,Mechanical Heart,Rare,Prime,MaxHP Increase,0,300,6.3829%,15.6666
1381,Badge,Rare,Prime,MaxHP Increase,0,300,6.3829%,15.6666
1382,Mechanical Heart,Rare,Prime,MaxMP Increase,0,300,6.3829%,15.6666
1383,Badge,Rare,Prime,MaxMP Increase,0,300,6.3829%,15.6666
1384,Mechanical Heart,Rare,Prime,DEF Increase,0,300,6.3829%,15.6666
1385,Badge,Rare,Prime,DEF Increase,0,300,6.3829%,15.6666
1386,Mechanical Heart,Rare,Prime,Speed Increase,0,300,6.3829%,15.6666
1387,Badge,Rare,Prime,Speed Increase,0,300,6.3829%,15.6666
1388,Mechanical Heart,Rare,Prime,Jump Increase,0,300,6.3829%,15.6666
1389,Badge,Rare,Prime,Jump Increase,0,300,6.3829%,15.6666
1390,Mechanical Heart,Rare,Prime,STR% Increase,0,300,4.2553%,23.5
1391,Badge,Rare,Prime,STR% Increase,0,300,4.2553%,23.5
1392,Mechanical Heart,Rare,Prime,DEX% Increase,0,300,4.2553%,23.5
1393,Badge,Rare,Prime,DEX% Increase,0,300,4.2553%,23.5
1394,Mechanical Heart,Rare,Prime,INT% Increase,0,300,4.2553%,23.5
1395,Badge,Rare,Prime,INT% Increase,0,300,4.2553%,23.5
1396,Mechanical Heart,Rare,Prime,LUK% Increase,0,300,4.2553%,23.5
1397,Badge,Rare,Prime,LUK% Increase,0,300,4.2553%,23.5
1398,Mechanical Heart,Rare,Prime,DEF% Increase,0,300,4.2553%,23.5
1399,Badge,Rare,Prime,DEF% Increase,0,300,4.2553%,23.5
1400,Mechanical Heart,Rare,Prime,MaxHP% Increase,0,300,4.2553%,23.5
1401,Badge,Rare,Prime,MaxHP% Increase,0,300,4.2553%,23.5
1402,Mechanical Heart,Rare,Prime,MaxMP% Increase,0,300,4.2553%,23.5
1403,Badge,Rare,Prime,MaxMP% Increase,0,300,4.2553%,23.5
1404,Mechanical Heart,Rare,Prime,All Stats Increase,0,300,4.2553%,23.5
1405,Badge,Rare,Prime,All Stats Increase,0,300,4.2553%,23.5
1406,Mechanical Heart,Epic,Prime,STR Increase,0,300,6%,16.6666
1407,Badge,Epic,Prime,STR Increase,0,300,6%,16.6666
1408,Mechanical Heart,Epic,Prime,DEX Increase,0,300,6%,16.6666
1409,Badge,Epic,Prime,DEX Increase,0,300,6%,16.6666
1410,Mechanical Heart,Epic,Prime,INT Increase,0,300,6%,16.6666
1411,Badge,Epic,Prime,INT Increase,0,300,6%,16.6666
1412,Mechanical Heart,Epic,Prime,LUK Increase,0,300,6%,16.6666
1413,Badge,Epic,Prime,LUK Increase,0,300,6%,16.6666
1414,Mechanical Heart,Epic,Prime,Weapon ATT Increase,0,300,4%,25
1415,Badge,Epic,Prime,Weapon ATT Increase,0,300,4%,25
1416,Mechanical Heart,Epic,Prime,Magic ATT Increase,0,300,4%,25
1417,Badge,Epic,Prime,Magic ATT Increase,0,300,4%,25
1418,Mechanical Heart,Epic,Prime,MaxHP Increase,0,300,6%,16.6666
1419,Badge,Epic,Prime,MaxHP Increase,0,300,6%,16.6666
1420,Mechanical Heart,Epic,Prime,MaxMP Increase,0,300,6%,16.6666
1421,Badge,Epic,Prime,MaxMP Increase,0,300,6%,16.6666
1422,Mechanical Heart,Epic,Prime,DEF Increase,0,300,6%,16.6666
1423,Badge,Epic,Prime,DEF Increase,0,300,6%,16.6666
1424,Mechanical Heart,Epic,Prime,Speed Increase,0,300,6%,16.6666
1425,Badge,Epic,Prime,Speed Increase,0,300,6%,16.6666
1426,Mechanical Heart,Epic,Prime,Jump Increase,0,300,6%,16.6666
1427,Badge,Epic,Prime,Jump Increase,0,300,6%,16.6666
1428,Mechanical Heart,Epic,Prime,STR% Increase,0,300,4%,25
1429,Badge,Epic,Prime,STR% Increase,0,300,4%,25
1430,Mechanical Heart,Epic,Prime,DEX% Increase,0,300,4%,25
1431,Badge,Epic,Prime,DEX% Increase,0,300,4%,25
1432,Mechanical Heart,Epic,Prime,INT% Increase,0,300,4%,25
1433,Badge,Epic,Prime,INT% Increase,0,300,4%,25
1434,Mechanical Heart,Epic,Prime,LUK% Increase,0,300,4%,25
1435,Badge,Epic,Prime,LUK% Increase,0,300,4%,25
1436,Mechanical Heart,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
1437,Badge,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
1438,Mechanical Heart,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
1439,Badge,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
1440,Mechanical Heart,Epic,Prime,DEF% Increase,0,300,6%,16.6666
1441,Badge,Epic,Prime,DEF% Increase,0,300,6%,16.6666
1442,Mechanical Heart,Epic,Prime,All Stats% Increase,0,300,4%,25
1443,Badge,Epic,Prime,All Stats% Increase,0,300,4%,25
1444,Mechanical Heart,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
1445,Badge,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
1446,Mechanical Heart,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
1447,Badge,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
1448,Mechanical Heart,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
1449,Badge,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
1450,Mechanical Heart,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
1451,Badge,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
1452,Mechanical Heart,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
1453,Badge,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
1454,Mechanical Heart,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
1455,Badge,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
1456,Mechanical Heart,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
1457,Badge,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
1458,Mechanical Heart,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
1459,Badge,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
1460,Mechanical Heart,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
1461,Badge,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
1462,Mechanical Heart,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
1463,Badge,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
1464,Mechanical Heart,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
1465,Badge,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
1466,Mechanical Heart,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
1467,Badge,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
